Gene ID,Symbol,Name,Cytoband,Type
ENSG00000010626,LRRC23,leucine rich repeat containing 23,12p13.31,protein_coding
ENSG00000151694,ADAM17,ADAM metallopeptidase domain 17,2p25.1,protein_coding
ENSG00000116396,KCNC4,"potassium channel, voltage gated Shaw related subfamily C, member 4",1p13.3,protein_coding
ENSG00000186625,KATNA1,katanin p60 (ATPase containing) subunit A 1,6q25.1,protein_coding
ENSG00000151611,MMAA,methylmalonic aciduria (cobalamin deficiency) cblA type,4q31.21,protein_coding
ENSG00000154611,PSMA8,"proteasome (prosome, macropain) subunit, alpha type, 8",18q11.2,protein_coding
ENSG00000180694,TMEM64,transmembrane protein 64,8q21.3,protein_coding
ENSG00000151789,ZNF385D,zinc finger protein 385D,3p24.3,protein_coding
ENSG00000175792,RUVBL1,RuvB-like AAA ATPase 1,3q21.3,protein_coding
ENSG00000005249,PRKAR2B,"protein kinase, cAMP-dependent, regulatory, type II, beta",7q22.3,protein_coding
ENSG00000188033,ZNF490,zinc finger protein 490,"19p13.2, 19p13.13",protein_coding
ENSG00000158161,EYA3,EYA transcriptional coactivator and phosphatase 3,1p35.3,protein_coding
ENSG00000144228,SPOPL,speckle-type POZ protein-like,2q22.1,protein_coding
ENSG00000155249,OR4K1,"olfactory receptor, family 4, subfamily K, member 1",14q11.2,protein_coding
ENSG00000132749,MTL5,"metallothionein-like 5, testis-specific (tesmin)",11q13.3,protein_coding
ENSG00000125871,MGME1,mitochondrial genome maintenance exonuclease 1,20p11.23,protein_coding
ENSG00000181499,OR6T1,"olfactory receptor, family 6, subfamily T, member 1",11q24.1,protein_coding
ENSG00000185900,POMK,protein-O-mannose kinase,8p11.21,protein_coding
ENSG00000114654,EFCC1,EF-hand and coiled-coil domain containing 1,3q21.3,protein_coding
ENSG00000160447,PKN3,protein kinase N3,9q34.11,protein_coding
ENSG00000132623,ANKEF1,ankyrin repeat and EF-hand domain containing 1,20p12.2,protein_coding
ENSG00000172922,RNASEH2C,"ribonuclease H2, subunit C",11q13.1,protein_coding
ENSG00000197614,MFAP5,microfibrillar associated protein 5,12p13.31,protein_coding
ENSG00000185164,NOMO2,NODAL modulator 2,16p12.3,protein_coding
ENSG00000168487,BMP1,bone morphogenetic protein 1,8p21.3,protein_coding
ENSG00000182179,UBA7,ubiquitin-like modifier activating enzyme 7,3p21.31,protein_coding
ENSG00000188004,C1orf204,chromosome 1 open reading frame 204,1q23.2,protein_coding
ENSG00000110675,ELMOD1,ELMO/CED-12 domain containing 1,11q22.3,protein_coding
ENSG00000149596,JPH2,junctophilin 2,20q13.12,protein_coding
ENSG00000172238,ATOH1,atonal homolog 1 (Drosophila),4q22.2,protein_coding
ENSG00000187612,OR5W2,"olfactory receptor, family 5, subfamily W, member 2",11q12.1,protein_coding
ENSG00000169813,HNRNPF,heterogeneous nuclear ribonucleoprotein F,10q11.21,protein_coding
ENSG00000170092,SPDYE5,speedy/RINGO cell cycle regulator family member E5,7q11.23,protein_coding
ENSG00000120029,C10orf76,chromosome 10 open reading frame 76,10q24.32,protein_coding
ENSG00000182326,C1S,"complement component 1, s subcomponent",12p13.31,protein_coding
ENSG00000165501,LRR1,leucine rich repeat protein 1,14q21.3,protein_coding
ENSG00000171428,NAT1,N-acetyltransferase 1 (arylamine N-acetyltransferase),8p22,protein_coding
ENSG00000149451,ADAM33,ADAM metallopeptidase domain 33,20p13,protein_coding
ENSG00000055332,EIF2AK2,eukaryotic translation initiation factor 2-alpha kinase 2,2p22.2,protein_coding
ENSG00000100292,HMOX1,heme oxygenase (decycling) 1,22q12.3,protein_coding
ENSG00000280789,PAGR1,PAXIP1 associated glutamate-rich protein 1,16p11.2,protein_coding
ENSG00000239713,APOBEC3G,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G",22q13.1,protein_coding
ENSG00000114209,PDCD10,programmed cell death 10,3q26.1,protein_coding
ENSG00000181894,ZNF329,zinc finger protein 329,19q13.43,protein_coding
ENSG00000196072,BLOC1S2,"biogenesis of lysosomal organelles complex-1, subunit 2",10q24.31,protein_coding
ENSG00000213699,SLC35F6,"solute carrier family 35, member F6",2p23.3,protein_coding
ENSG00000177932,ZNF354C,zinc finger protein 354C,5q35.3,protein_coding
ENSG00000198075,SULT1C4,"sulfotransferase family, cytosolic, 1C, member 4",2q12.3,protein_coding
ENSG00000134545,KLRC1,"killer cell lectin-like receptor subfamily C, member 1",12p13.2,protein_coding
ENSG00000185585,OLFML2A,olfactomedin-like 2A,9q33.3,protein_coding
ENSG00000139793,MBNL2,muscleblind-like splicing regulator 2,13q32.1,protein_coding
ENSG00000005238,FAM214B,"family with sequence similarity 214, member B",9p13.3,protein_coding
ENSG00000153303,FRMD1,FERM domain containing 1,6q27,protein_coding
ENSG00000151948,GLT1D1,glycosyltransferase 1 domain containing 1,12q24.33,protein_coding
ENSG00000183695,MRGPRX2,"MAS-related GPR, member X2",11p15.1,protein_coding
ENSG00000198948,MFAP3L,microfibrillar-associated protein 3-like,4q33,protein_coding
ENSG00000091732,ZC3HC1,"zinc finger, C3HC-type containing 1",7q32.2,protein_coding
ENSG00000100146,SOX10,SRY (sex determining region Y)-box 10,22q13.1,protein_coding
ENSG00000102401,ARMCX3,"armadillo repeat containing, X-linked 3",Xq22.1,protein_coding
ENSG00000188986,NELFB,negative elongation factor complex member B,9q34.3,protein_coding
ENSG00000157240,FZD1,frizzled class receptor 1,7q21.13,protein_coding
ENSG00000151445,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",14q24.3,protein_coding
ENSG00000164111,ANXA5,annexin A5,4q27,protein_coding
ENSG00000145833,DDX46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,5q31.1,protein_coding
ENSG00000112333,NR2E1,"nuclear receptor subfamily 2, group E, member 1",6q21,protein_coding
ENSG00000168734,PKIG,"protein kinase (cAMP-dependent, catalytic) inhibitor gamma",20q13.12,protein_coding
ENSG00000145604,SKP2,"S-phase kinase-associated protein 2, E3 ubiquitin protein ligase",5p13.2,protein_coding
ENSG00000161048,NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D,7q22.1,protein_coding
ENSG00000109065,NAT9,"N-acetyltransferase 9 (GCN5-related, putative)",17q25.1,protein_coding
ENSG00000167123,CERCAM,cerebral endothelial cell adhesion molecule,9q34.11,protein_coding
ENSG00000182446,NPLOC4,nuclear protein localization 4 homolog (S. cerevisiae),17q25.3,protein_coding
ENSG00000159256,MORC3,MORC family CW-type zinc finger 3,21q22.12,protein_coding
ENSG00000174667,OR7D4,"olfactory receptor, family 7, subfamily D, member 4",19p13.2,protein_coding
ENSG00000111669,TPI1,triosephosphate isomerase 1,12p13.31,protein_coding
ENSG00000165972,CCDC38,coiled-coil domain containing 38,12q23.1,protein_coding
ENSG00000166262,FAM227B,"family with sequence similarity 227, member B",15q21.2,protein_coding
ENSG00000136816,TOR1B,"torsin family 1, member B (torsin B)",9q34.11,protein_coding
ENSG00000132016,C19orf57,chromosome 19 open reading frame 57,19p13.12,protein_coding
ENSG00000142920,AZIN2,antizyme inhibitor 2,1p35.1,protein_coding
ENSG00000140009,ESR2,estrogen receptor 2 (ER beta),"14q23.2, 14q23.3",protein_coding
ENSG00000171236,LRG1,leucine-rich alpha-2-glycoprotein 1,19p13.3,protein_coding
ENSG00000178295,GEN1,GEN1 Holliday junction 5' flap endonuclease,2p24.2,protein_coding
ENSG00000169418,NPR1,natriuretic peptide receptor 1,1q21.3,protein_coding
ENSG00000120329,SLC25A2,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2,5q31.3,protein_coding
ENSG00000163568,AIM2,absent in melanoma 2,"1q23.1, 1q23.2",protein_coding
ENSG00000064835,POU1F1,POU class 1 homeobox 1,3p11.2,protein_coding
ENSG00000148339,SLC25A25,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25",9q34.11,protein_coding
ENSG00000159247,TUBBP5,"tubulin, beta pseudogene 5",9q34.3,transcribed_unprocessed_pseudogene
ENSG00000186767,SPIN4,"spindlin family, member 4",Xq11.1,protein_coding
ENSG00000165807,PPP1R36,"protein phosphatase 1, regulatory subunit 36",14q23.3,protein_coding
ENSG00000091527,CDV3,CDV3 homolog (mouse),3q22.1,protein_coding
ENSG00000186184,POLR1D,"polymerase (RNA) I polypeptide D, 16kDa",13q12.2,protein_coding
ENSG00000143106,PSMA5,"proteasome (prosome, macropain) subunit, alpha type, 5",1p13.3,protein_coding
ENSG00000173041,ZNF680,zinc finger protein 680,7q11.21,protein_coding
ENSG00000134339,SAA2,serum amyloid A2,11p15.1,protein_coding
ENSG00000144476,ACKR3,atypical chemokine receptor 3,2q37.3,protein_coding
ENSG00000115649,CNPPD1,cyclin Pas1/PHO80 domain containing 1,2q35,protein_coding
ENSG00000106993,CDC37L1,cell division cycle 37-like 1,9p24.1,protein_coding
ENSG00000152763,WDR78,WD repeat domain 78,1p31.3,protein_coding
ENSG00000196476,C20orf96,chromosome 20 open reading frame 96,20p13,protein_coding
ENSG00000151012,SLC7A11,"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",4q28.3,protein_coding
ENSG00000147535,PPAPDC1B,phosphatidic acid phosphatase type 2 domain containing 1B,8p11.23,protein_coding
ENSG00000035664,DAPK2,death-associated protein kinase 2,15q22.31,protein_coding
ENSG00000124164,VAPB,VAMP (vesicle-associated membrane protein)-associated protein B and C,20q13.32,protein_coding
ENSG00000214300,SPDYE3,speedy/RINGO cell cycle regulator family member E3,7q22.1,protein_coding
ENSG00000170298,LGALS9B,"lectin, galactoside-binding, soluble, 9B",17p11.2,protein_coding
ENSG00000129048,ACKR4,atypical chemokine receptor 4,3q22.1,protein_coding
ENSG00000132965,ALOX5AP,arachidonate 5-lipoxygenase-activating protein,13q12.3,protein_coding
ENSG00000188886,ASTL,astacin-like metallo-endopeptidase (M12 family),2q11.2,protein_coding
ENSG00000184428,TOP1MT,"topoisomerase (DNA) I, mitochondrial",8q24.3,protein_coding
ENSG00000138641,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3,4q22.1,protein_coding
ENSG00000148604,RGR,retinal G protein coupled receptor,10q23.1,protein_coding
ENSG00000242802,AP5Z1,"adaptor-related protein complex 5, zeta 1 subunit",7p22.1,protein_coding
ENSG00000103066,PLA2G15,"phospholipase A2, group XV",16q22.1,protein_coding
ENSG00000164112,TMEM155,transmembrane protein 155,4q27,protein_coding
ENSG00000127054,CPSF3L,cleavage and polyadenylation specific factor 3-like,1p36.33,protein_coding
ENSG00000134258,VTCN1,V-set domain containing T cell activation inhibitor 1,"1p13.1, 1p12",protein_coding
ENSG00000179295,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",12q24.13,protein_coding
ENSG00000203858,HSD3BP2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 2",1p12,unprocessed_pseudogene
ENSG00000136877,FPGS,folylpolyglutamate synthase,9q34.11,protein_coding
ENSG00000110768,GTF2H1,"general transcription factor IIH, polypeptide 1, 62kDa",11p15.1,protein_coding
ENSG00000122884,P4HA1,"prolyl 4-hydroxylase, alpha polypeptide I",10q22.1,protein_coding
ENSG00000102125,TAZ,tafazzin,Xq28,protein_coding
ENSG00000162148,PPP1R32,"protein phosphatase 1, regulatory subunit 32",11q12.2,protein_coding
ENSG00000013588,GPRC5A,"G protein-coupled receptor, class C, group 5, member A",12p13.1,protein_coding
ENSG00000187109,NAP1L1,nucleosome assembly protein 1-like 1,12q21.2,protein_coding
ENSG00000260105,AOC4P,"amine oxidase, copper containing 4, pseudogene",17q21.31,transcribed_unprocessed_pseudogene
ENSG00000198877,OR5D13,"olfactory receptor, family 5, subfamily D, member 13 (gene/pseudogene)",#,protein_coding
ENSG00000050730,TNIP3,TNFAIP3 interacting protein 3,4q27,protein_coding
ENSG00000205730,ITPRIPL2,"inositol 1,4,5-trisphosphate receptor interacting protein-like 2",16p12.3,protein_coding
ENSG00000167881,SRP68,signal recognition particle 68kDa,17q25.1,protein_coding
ENSG00000141665,FBXO15,F-box protein 15,18q22.3,protein_coding
ENSG00000010256,UQCRC1,ubiquinol-cytochrome c reductase core protein I,3p21.31,protein_coding
ENSG00000090975,PITPNM2,"phosphatidylinositol transfer protein, membrane-associated 2",12q24.31,protein_coding
ENSG00000070748,CHAT,choline O-acetyltransferase,10q11.23,protein_coding
ENSG00000149269,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,"11q13.5, 11q14.1",protein_coding
ENSG00000172590,MRPL52,mitochondrial ribosomal protein L52,14q11.2,protein_coding
ENSG00000105011,ASF1B,anti-silencing function 1B histone chaperone,19p13.12,protein_coding
ENSG00000142615,CELA2A,"chymotrypsin-like elastase family, member 2A",1p36.21,protein_coding
ENSG00000182968,SOX1,SRY (sex determining region Y)-box 1,13q34,protein_coding
ENSG00000205060,SLC35B4,"solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4",7q33,protein_coding
ENSG00000205426,KRT81,"keratin 81, type II",12q13.13,protein_coding
ENSG00000109787,KLF3,Kruppel-like factor 3 (basic),4p14,protein_coding
ENSG00000104205,SGK3,"serum/glucocorticoid regulated kinase family, member 3",8q13.1,protein_coding
ENSG00000185272,RBM11,RNA binding motif protein 11,21q11.2,protein_coding
ENSG00000123342,MMP19,matrix metallopeptidase 19,12q13.2,protein_coding
ENSG00000145103,ILDR1,immunoglobulin-like domain containing receptor 1,3q13.33,protein_coding
ENSG00000170956,CEACAM3,carcinoembryonic antigen-related cell adhesion molecule 3,19q13.2,protein_coding
ENSG00000105967,TFEC,transcription factor EC,7q31.2,protein_coding
ENSG00000184985,SORCS2,sortilin-related VPS10 domain containing receptor 2,4p16.1,protein_coding
ENSG00000175066,GK5,glycerol kinase 5 (putative),3q23,protein_coding
ENSG00000049245,VAMP3,vesicle-associated membrane protein 3,1p36.23,protein_coding
ENSG00000134748,PRPF38A,pre-mRNA processing factor 38A,1p32.3,protein_coding
ENSG00000167612,ANKRD33,ankyrin repeat domain 33,12q13.13,protein_coding
ENSG00000185608,MRPL40,mitochondrial ribosomal protein L40,22q11.21,protein_coding
ENSG00000185304,RGPD2,RANBP2-like and GRIP domain containing 2,2p11.2,protein_coding
ENSG00000100842,EFS,embryonal Fyn-associated substrate,14q11.2,protein_coding
ENSG00000172031,EPHX4,epoxide hydrolase 4,1p22.1,protein_coding
ENSG00000126460,PRRG2,proline rich Gla (G-carboxyglutamic acid) 2,19q13.33,protein_coding
ENSG00000160838,LRRC71,leucine rich repeat containing 71,1q23.1,protein_coding
ENSG00000144868,TMEM108,transmembrane protein 108,3q22.1,protein_coding
ENSG00000004975,DVL2,dishevelled segment polarity protein 2,17p13.1,protein_coding
ENSG00000205329,OR6C3,"olfactory receptor, family 6, subfamily C, member 3",12q13.2,protein_coding
ENSG00000152086,TUBA3E,"tubulin, alpha 3e",2q21.1,protein_coding
ENSG00000184908,CLCNKB,"chloride channel, voltage-sensitive Kb",1p36.13,protein_coding
ENSG00000087088,BAX,BCL2-associated X protein,19q13.33,protein_coding
ENSG00000138600,SPPL2A,signal peptide peptidase like 2A,15q21.2,protein_coding
ENSG00000155324,GRAMD3,GRAM domain containing 3,5q23.2,protein_coding
ENSG00000165682,CLEC1B,"C-type lectin domain family 1, member B","12p13.31, 12p13.2",protein_coding
ENSG00000168566,SNRNP48,small nuclear ribonucleoprotein 48kDa (U11/U12),6p24.3,protein_coding
ENSG00000107831,FGF8,fibroblast growth factor 8 (androgen-induced),10q24.32,protein_coding
ENSG00000240280,TCAM1P,"testicular cell adhesion molecule 1, pseudogene",17q23.3,unitary_pseudogene
ENSG00000115339,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,2q24.3,protein_coding
ENSG00000204345,CD300LD,CD300 molecule-like family member d,17q25.1,protein_coding
ENSG00000112078,KCTD20,potassium channel tetramerization domain containing 20,6p21.31,protein_coding
ENSG00000164500,C7orf72,chromosome 7 open reading frame 72,7p12.2,protein_coding
ENSG00000101162,TUBB1,"tubulin, beta 1 class VI",20q13.32,protein_coding
ENSG00000105767,CADM4,cell adhesion molecule 4,19q13.31,protein_coding
ENSG00000121966,CXCR4,chemokine (C-X-C motif) receptor 4,2q22.1,protein_coding
ENSG00000125571,IL37,interleukin 37,2q14.1,protein_coding
ENSG00000163501,IHH,indian hedgehog,2q35,protein_coding
ENSG00000167771,RCOR2,REST corepressor 2,11q13.1,protein_coding
ENSG00000160058,BSDC1,BSD domain containing 1,1p35.1,protein_coding
ENSG00000197165,SULT1A2,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2",16p11.2,protein_coding
ENSG00000129455,KLK8,kallikrein-related peptidase 8,19q13.41,protein_coding
ENSG00000205268,PDE7A,phosphodiesterase 7A,8q13.1,protein_coding
ENSG00000187486,KCNJ11,"potassium channel, inwardly rectifying subfamily J, member 11",11p15.1,protein_coding
ENSG00000168090,COPS6,COP9 signalosome subunit 6,7q22.1,protein_coding
ENSG00000171103,TRMT61B,tRNA methyltransferase 61B,2p23.2,protein_coding
ENSG00000183434,TFDP3,"transcription factor Dp family, member 3",Xq26.2,protein_coding
ENSG00000010319,SEMA3G,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",3p21.1,protein_coding
ENSG00000124194,GDAP1L1,ganglioside induced differentiation associated protein 1-like 1,20q13.12,protein_coding
ENSG00000166123,GPT2,glutamic pyruvate transaminase (alanine aminotransferase) 2,16q11.2,protein_coding
ENSG00000104804,TULP2,tubby like protein 2,19q13.33,protein_coding
ENSG00000137648,TMPRSS4,"transmembrane protease, serine 4",11q23.3,protein_coding
ENSG00000172197,MBOAT1,membrane bound O-acyltransferase domain containing 1,6p22.3,protein_coding
ENSG00000213265,TSGA13,"testis specific, 13",7q32.2,protein_coding
ENSG00000119986,AVPI1,arginine vasopressin-induced 1,10q24.2,protein_coding
ENSG00000164458,T,"T, brachyury homolog (mouse)",6q27,protein_coding
ENSG00000005175,RPAP3,RNA polymerase II associated protein 3,12q13.11,protein_coding
ENSG00000165997,ARL5B,ADP-ribosylation factor-like 5B,10p12.31,protein_coding
ENSG00000196230,TUBB,"tubulin, beta class I",6p21.33,protein_coding
ENSG00000157856,DRC1,dynein regulatory complex subunit 1,2p23.3,protein_coding
ENSG00000203933,CXorf66,chromosome X open reading frame 66,Xq27.1,protein_coding
ENSG00000172939,OXSR1,oxidative stress responsive 1,3p22.2,protein_coding
ENSG00000144407,PTH2R,parathyroid hormone 2 receptor,2q34,protein_coding
ENSG00000173578,XCR1,chemokine (C motif) receptor 1,3p21.31,protein_coding
ENSG00000124593,PRICKLE4,prickle homolog 4 (Drosophila),6p21.1,protein_coding
ENSG00000167851,CD300A,CD300a molecule,17q25.1,protein_coding
ENSG00000241697,TMEFF1,transmembrane protein with EGF-like and two follistatin-like domains 1,9q31.1,protein_coding
ENSG00000204623,ZNRD1-AS1,ZNRD1 antisense RNA 1,6p22.1,antisense
ENSG00000171262,FAM98B,"family with sequence similarity 98, member B",15q14,protein_coding
ENSG00000184394,OR4N5,"olfactory receptor, family 4, subfamily N, member 5",14q11.2,protein_coding
ENSG00000113430,IRX4,iroquois homeobox 4,5p15.33,protein_coding
ENSG00000197182,MIRLET7BHG,MIRLET7B host gene,22q13.31,lincRNA
ENSG00000127993,RBM48,RNA binding motif protein 48,7q21.2,protein_coding
ENSG00000125462,C1orf61,chromosome 1 open reading frame 61,1q22,protein_coding
ENSG00000188909,BSX,brain-specific homeobox,11q24.1,protein_coding
ENSG00000179151,EDC3,enhancer of mRNA decapping 3,15q24.1,protein_coding
ENSG00000169084,DHRSX,dehydrogenase/reductase (SDR family) X-linked,Xp22.33,protein_coding
ENSG00000113231,PDE8B,phosphodiesterase 8B,5q13.3,protein_coding
ENSG00000167920,TMEM99,transmembrane protein 99,17q21.2,protein_coding
ENSG00000240935,PLGLA,plasminogen-like A (pseudogene),2q12.2,transcribed_unprocessed_pseudogene
ENSG00000136943,CTSV,cathepsin V,9q22.33,protein_coding
ENSG00000105131,EPHX3,epoxide hydrolase 3,19p13.12,protein_coding
ENSG00000132612,VPS4A,vacuolar protein sorting 4 homolog A (S. cerevisiae),16q22.1,protein_coding
ENSG00000224960,GS1-309P15.2,GS1-309P15.2,Xp21.3,processed_pseudogene
ENSG00000196778,OR52K1,"olfactory receptor, family 52, subfamily K, member 1",11p15.4,protein_coding
ENSG00000176834,VSIG10,V-set and immunoglobulin domain containing 10,12q24.23,protein_coding
ENSG00000189144,ZNF573,zinc finger protein 573,"19q13.12, 19q13.13",protein_coding
ENSG00000127084,FGD3,"FYVE, RhoGEF and PH domain containing 3",9q22.31,protein_coding
ENSG00000087152,ATXN7L3,ataxin 7-like 3,17q21.31,protein_coding
ENSG00000100288,CHKB,choline kinase beta,22q13.33,protein_coding
ENSG00000275126,HIST1H4L,"histone cluster 1, H4l",6p22.1,protein_coding
ENSG00000100593,ISM2,isthmin 2,14q24.3,protein_coding
ENSG00000125966,MMP24,matrix metallopeptidase 24 (membrane-inserted),20q11.22,protein_coding
ENSG00000160563,MED27,mediator complex subunit 27,9q34.13,protein_coding
ENSG00000251669,FAM86EP,"family with sequence similarity 86, member A pseudogene",4p16.3,transcribed_unprocessed_pseudogene
ENSG00000136925,TSTD2,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2,9q22.33,protein_coding
ENSG00000093000,NUP50,nucleoporin 50kDa,22q13.31,protein_coding
ENSG00000128268,MGAT3,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase",22q13.1,protein_coding
ENSG00000103061,SLC7A6OS,"solute carrier family 7, member 6 opposite strand",16q22.1,protein_coding
ENSG00000163131,CTSS,cathepsin S,1q21.3,protein_coding
ENSG00000264230,ANXA8L1,annexin A8-like 1,10q11.22,protein_coding
ENSG00000181035,SLC25A42,"solute carrier family 25, member 42",19p13.11,protein_coding
ENSG00000197647,ZNF433,zinc finger protein 433,19p13.2,protein_coding
ENSG00000134480,CCNH,cyclin H,5q14.3,protein_coding
ENSG00000196363,WDR5,WD repeat domain 5,9q34.2,protein_coding
ENSG00000181085,MAPK15,mitogen-activated protein kinase 15,8q24.3,protein_coding
ENSG00000178928,TPRX1,tetra-peptide repeat homeobox 1,19q13.33,protein_coding
ENSG00000073169,SELO,selenoprotein O,22q13.33,protein_coding
ENSG00000105255,FSD1,fibronectin type III and SPRY domain containing 1,19p13.3,protein_coding
ENSG00000131652,THOC6,THO complex 6 homolog (Drosophila),16p13.3,protein_coding
ENSG00000278175,GLIDR,glioblastoma down-regulated RNA,9p12,lincRNA
ENSG00000259494,MRPL46,mitochondrial ribosomal protein L46,15q25.3,protein_coding
ENSG00000069206,ADAM7,ADAM metallopeptidase domain 7,8p21.2,protein_coding
ENSG00000170734,POLH,"polymerase (DNA directed), eta",6p21.1,protein_coding
ENSG00000172367,PDZD3,PDZ domain containing 3,11q23.3,protein_coding
ENSG00000120594,PLXDC2,plexin domain containing 2,10p12.31,protein_coding
ENSG00000177606,JUN,jun proto-oncogene,1p32.1,protein_coding
ENSG00000204572,KRTAP5-10,keratin associated protein 5-10,11q13.4,protein_coding
ENSG00000261456,TUBB8,"tubulin, beta 8 class VIII",10p15.3,protein_coding
ENSG00000129946,SHC2,SHC (Src homology 2 domain containing) transforming protein 2,19p13.3,protein_coding
ENSG00000198046,ZNF667,zinc finger protein 667,19q13.43,protein_coding
ENSG00000112079,STK38,serine/threonine kinase 38,6p21.31,protein_coding
ENSG00000114331,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",3q29,protein_coding
ENSG00000111981,ULBP1,UL16 binding protein 1,6q25.1,protein_coding
ENSG00000126882,FAM78A,"family with sequence similarity 78, member A",9q34.13,protein_coding
ENSG00000101079,NDRG3,NDRG family member 3,20q11.23,protein_coding
ENSG00000177151,OR2T35,"olfactory receptor, family 2, subfamily T, member 35",1q44,protein_coding
ENSG00000254986,DPP3,dipeptidyl-peptidase 3,11q13.2,protein_coding
ENSG00000162086,ZNF75A,zinc finger protein 75a,16p13.3,protein_coding
ENSG00000086619,ERO1LB,ERO1-like beta (S. cerevisiae),1q42.3,protein_coding
ENSG00000136114,THSD1,"thrombospondin, type I, domain containing 1",13q14.3,protein_coding
ENSG00000198060,MARCH5,membrane-associated ring finger (C3HC4) 5,"10q23.32, 10q23.33",protein_coding
ENSG00000149480,MTA2,"metastasis associated 1 family, member 2",11q12.3,protein_coding
ENSG00000185624,P4HB,"prolyl 4-hydroxylase, beta polypeptide",17q25.3,protein_coding
ENSG00000140986,RPL3L,ribosomal protein L3-like,16p13.3,protein_coding
ENSG00000105136,ZNF419,zinc finger protein 419,19q13.43,protein_coding
ENSG00000273274,ZBTB8B,zinc finger and BTB domain containing 8B,1p35.1,protein_coding
ENSG00000129474,AJUBA,ajuba LIM protein,14q11.2,protein_coding
ENSG00000185955,C7orf61,chromosome 7 open reading frame 61,7q22.1,protein_coding
ENSG00000244411,KRTAP5-7,keratin associated protein 5-7,11q13.4,protein_coding
ENSG00000048392,RRM2B,ribonucleotide reductase M2 B (TP53 inducible),8q22.3,protein_coding
ENSG00000183760,PAPL,iron/zinc purple acid phosphatase-like protein,19q13.2,protein_coding
ENSG00000116198,CEP104,centrosomal protein 104kDa,1p36.32,protein_coding
ENSG00000005812,FBXL3,F-box and leucine-rich repeat protein 3,13q22.3,protein_coding
ENSG00000059378,PARP12,"poly (ADP-ribose) polymerase family, member 12",7q34,protein_coding
ENSG00000241244,IGKV1D-16,immunoglobulin kappa variable 1D-16,2p11.2,IG_V_gene
ENSG00000269072,CTD-3187F8.14,CTD-3187F8.14,19q13.41,antisense
ENSG00000197056,ZMYM1,"zinc finger, MYM-type 1",1p34.3,protein_coding
ENSG00000179919,OR10A7,"olfactory receptor, family 10, subfamily A, member 7",12q13.2,protein_coding
ENSG00000149091,DGKZ,"diacylglycerol kinase, zeta",11p11.2,protein_coding
ENSG00000168743,NPNT,nephronectin,4q24,protein_coding
ENSG00000139318,DUSP6,dual specificity phosphatase 6,12q21.33,protein_coding
ENSG00000152778,IFIT5,interferon-induced protein with tetratricopeptide repeats 5,10q23.31,protein_coding
ENSG00000164187,LMBRD2,LMBR1 domain containing 2,5p13.2,protein_coding
ENSG00000159176,CSRP1,cysteine and glycine-rich protein 1,1q32.1,protein_coding
ENSG00000085719,CPNE3,copine III,8q21.3,protein_coding
ENSG00000023892,DEF6,differentially expressed in FDCP 6 homolog (mouse),6p21.31,protein_coding
ENSG00000130762,ARHGEF16,Rho guanine nucleotide exchange factor (GEF) 16,1p36.32,protein_coding
ENSG00000163347,CLDN1,claudin 1,3q28,protein_coding
ENSG00000124067,SLC12A4,"solute carrier family 12 (potassium/chloride transporter), member 4",16q22.1,protein_coding
ENSG00000109881,CCDC34,coiled-coil domain containing 34,11p14.1,protein_coding
ENSG00000196228,SULT1C3,"sulfotransferase family, cytosolic, 1C, member 3",2q12.3,protein_coding
ENSG00000167332,OR51E2,"olfactory receptor, family 51, subfamily E, member 2",11p15.4,protein_coding
ENSG00000214753,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U-like 2,11q12.3,protein_coding
ENSG00000273706,LHX1,LIM homeobox 1,17q12,protein_coding
ENSG00000167550,RHEBL1,Ras homolog enriched in brain like 1,12q13.12,protein_coding
ENSG00000206073,SERPINB4,"serpin peptidase inhibitor, clade B (ovalbumin), member 4",18q21.33,protein_coding
ENSG00000119723,COQ6,coenzyme Q6 monooxygenase,14q24.3,protein_coding
ENSG00000103356,EARS2,"glutamyl-tRNA synthetase 2, mitochondrial",16p12.2,protein_coding
ENSG00000159339,PADI4,"peptidyl arginine deiminase, type IV",1p36.13,protein_coding
ENSG00000152592,DMP1,dentin matrix acidic phosphoprotein 1,4q22.1,protein_coding
